delta_t,ir_v_d,re_v_d,ta,tb1,tb2,tc,va,vb1,vb2,vc,bat_id
867,0.88086,0.13765,2013/8/6 12:07,2013/8/6 13:05,2013/8/6 13:05,2013/8/6 13:20,3.51834,2.49983,2.63748,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
889,0.88086,0.13701,2013/8/6 14:40,2013/8/6 15:38,2013/8/6 15:38,2013/8/6 15:53,3.51899,2.50112,2.63813,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
887,0.88151,0.13507,2013/8/6 17:12,2013/8/6 18:10,2013/8/6 18:10,2013/8/6 18:25,3.51899,2.50241,2.63748,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
864,0.88086,0.13701,2013/8/6 19:45,2013/8/6 20:43,2013/8/6 20:43,2013/8/6 20:57,3.5177,2.49983,2.63684,2.87983,cell_v_drop_ATL60_LFP_cell_2013_1
888,0.88021,0.13378,2013/8/6 22:17,2013/8/6 23:15,2013/8/6 23:15,2013/8/6 23:30,3.5164,2.50241,2.63619,2.88048,cell_v_drop_ATL60_LFP_cell_2013_1
885,0.88151,0.13507,2013/8/7 0:50,2013/8/7 1:48,2013/8/7 1:48,2013/8/7 2:02,3.51899,2.50241,2.63748,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
874,0.88151,0.13765,2013/8/7 3:22,2013/8/7 4:20,2013/8/7 4:20,2013/8/7 4:35,3.51899,2.49983,2.63748,2.88177,cell_v_drop_ATL60_LFP_cell_2013_1
889,0.88021,0.1383,2013/8/7 5:54,2013/8/7 6:53,2013/8/7 6:53,2013/8/7 7:07,3.51834,2.49983,2.63813,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
873,0.88086,0.13636,2013/8/7 8:27,2013/8/7 9:25,2013/8/7 9:25,2013/8/7 9:39,3.51834,2.50112,2.63748,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
893,0.88086,0.13766,2013/8/7 10:59,2013/8/7 11:57,2013/8/7 11:57,2013/8/7 12:12,3.51899,2.50047,2.63813,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.88086,0.13507,2013/8/7 13:32,2013/8/7 14:30,2013/8/7 14:30,2013/8/7 14:44,3.51899,2.50306,2.63813,2.88242,cell_v_drop_ATL60_LFP_cell_2013_1
889,0.88086,0.13766,2013/8/7 16:04,2013/8/7 17:02,2013/8/7 17:02,2013/8/7 17:17,3.51899,2.50047,2.63813,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.88021,0.1383,2013/8/7 18:36,2013/8/7 19:34,2013/8/7 19:34,2013/8/7 19:49,3.51834,2.49983,2.63813,2.88242,cell_v_drop_ATL60_LFP_cell_2013_1
862,0.87957,0.13636,2013/8/7 21:09,2013/8/7 22:07,2013/8/7 22:07,2013/8/7 22:21,3.51834,2.50241,2.63877,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.88086,0.13766,2013/8/7 23:41,2013/8/8 0:39,2013/8/8 0:39,2013/8/8 0:54,3.51899,2.50047,2.63813,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
882,0.87957,0.137,2013/8/8 2:13,2013/8/8 3:11,2013/8/8 3:11,2013/8/8 3:26,3.51834,2.50177,2.63877,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.88021,0.13701,2013/8/8 4:46,2013/8/8 5:44,2013/8/8 5:44,2013/8/8 5:58,3.51834,2.50112,2.63813,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
899,0.9345,0.11827,2013/8/8 7:18,2013/8/8 8:17,2013/8/8 8:17,2013/8/8 8:32,3.55518,2.50241,2.62068,2.81068,cell_v_drop_ATL60_LFP_cell_2013_1
887,0.95518,0.11762,2013/8/8 9:52,2013/8/8 10:51,2013/8/8 10:51,2013/8/8 11:06,3.57263,2.49983,2.61745,2.79905,cell_v_drop_ATL60_LFP_cell_2013_1
883,0.90671,0.1383,2013/8/8 12:25,2013/8/8 13:24,2013/8/8 13:24,2013/8/8 13:38,3.54484,2.49983,2.63813,2.88694,cell_v_drop_ATL60_LFP_cell_2013_1
887,0.8815,0.1383,2013/8/8 14:58,2013/8/8 15:56,2013/8/8 15:56,2013/8/8 16:11,3.51963,2.49983,2.63813,2.885,cell_v_drop_ATL60_LFP_cell_2013_1
872,0.8815,0.1383,2013/8/8 17:30,2013/8/8 18:29,2013/8/8 18:29,2013/8/8 18:43,3.51963,2.49983,2.63813,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
885,0.88086,0.1383,2013/8/8 20:03,2013/8/8 21:01,2013/8/8 21:01,2013/8/8 21:16,3.51899,2.49983,2.63813,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
886,0.87634,0.1383,2013/8/12 18:53,2013/8/12 19:51,2013/8/12 19:51,2013/8/12 20:06,3.51576,2.50112,2.63942,2.88823,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.88216,0.13765,2013/8/12 21:25,2013/8/12 22:23,2013/8/12 22:23,2013/8/12 22:38,3.52093,2.50112,2.63877,2.88629,cell_v_drop_ATL60_LFP_cell_2013_1
884,0.88216,0.13442,2013/8/12 23:57,2013/8/13 0:55,2013/8/13 0:55,2013/8/13 1:10,3.52093,2.50435,2.63877,2.885,cell_v_drop_ATL60_LFP_cell_2013_1
874,0.88216,0.13894,2013/8/13 2:29,2013/8/13 3:27,2013/8/13 3:27,2013/8/13 3:42,3.52093,2.49983,2.63877,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
865,0.88151,0.13894,2013/8/13 5:02,2013/8/13 6:00,2013/8/13 6:00,2013/8/13 6:14,3.52028,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.88151,0.13765,2013/8/13 7:34,2013/8/13 8:32,2013/8/13 8:32,2013/8/13 8:46,3.52028,2.50112,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
893,0.88151,0.13894,2013/8/13 10:06,2013/8/13 11:04,2013/8/13 11:04,2013/8/13 11:19,3.52028,2.49983,2.63877,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
899,0.88151,0.13894,2013/8/13 12:38,2013/8/13 13:36,2013/8/13 13:36,2013/8/13 13:51,3.52028,2.49983,2.63877,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
879,0.88151,0.137,2013/8/13 15:10,2013/8/13 16:08,2013/8/13 16:08,2013/8/13 16:23,3.52028,2.50177,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88151,0.13894,2013/8/13 17:42,2013/8/13 18:40,2013/8/13 18:40,2013/8/13 18:55,3.52028,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88086,0.13894,2013/8/13 20:14,2013/8/13 21:12,2013/8/13 21:12,2013/8/13 21:27,3.51963,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.88151,0.13894,2013/8/13 22:47,2013/8/13 23:45,2013/8/13 23:45,2013/8/13 23:59,3.52028,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.8815,0.13572,2013/8/14 1:19,2013/8/14 2:17,2013/8/14 2:17,2013/8/14 2:32,3.51963,2.50241,2.63813,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
899,0.88021,0.13895,2013/8/14 3:51,2013/8/14 4:49,2013/8/14 4:49,2013/8/14 5:04,3.51963,2.50047,2.63942,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
896,0.88021,0.13959,2013/8/14 6:23,2013/8/14 7:21,2013/8/14 7:21,2013/8/14 7:36,3.51963,2.49983,2.63942,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
889,0.88086,0.137,2013/8/14 8:55,2013/8/14 9:53,2013/8/14 9:53,2013/8/14 10:08,3.51963,2.50177,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.88086,0.1383,2013/8/14 11:27,2013/8/14 12:25,2013/8/14 12:25,2013/8/14 12:40,3.51963,2.50047,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.88086,0.13894,2013/8/14 13:59,2013/8/14 14:57,2013/8/14 14:57,2013/8/14 15:12,3.51963,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
880,0.88086,0.13894,2013/8/14 16:32,2013/8/14 17:30,2013/8/14 17:30,2013/8/14 17:44,3.51963,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
896,0.88022,0.13894,2013/8/14 19:04,2013/8/14 20:02,2013/8/14 20:02,2013/8/14 20:17,3.51899,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
861,0.88022,0.137,2013/8/14 21:36,2013/8/14 22:34,2013/8/14 22:34,2013/8/14 22:48,3.51899,2.50177,2.63877,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88022,0.13894,2013/8/15 0:08,2013/8/15 1:06,2013/8/15 1:06,2013/8/15 1:21,3.51899,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
873,0.88022,0.13894,2013/8/15 2:40,2013/8/15 3:38,2013/8/15 3:38,2013/8/15 3:53,3.51899,2.49983,2.63877,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
865,0.87957,0.13765,2013/8/15 5:12,2013/8/15 6:10,2013/8/15 6:10,2013/8/15 6:24,3.51834,2.50112,2.63877,2.88306,cell_v_drop_ATL60_LFP_cell_2013_1
898,0.88086,0.1383,2013/8/15 7:44,2013/8/15 8:42,2013/8/15 8:42,2013/8/15 8:57,3.51899,2.49983,2.63813,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
877,0.87957,0.1383,2013/8/15 10:16,2013/8/15 11:14,2013/8/15 11:14,2013/8/15 11:29,3.51899,2.50112,2.63942,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
878,0.88022,0.13894,2013/8/15 12:48,2013/8/15 13:46,2013/8/15 13:46,2013/8/15 14:01,3.51899,2.49983,2.63877,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
880,0.87957,0.13636,2013/8/15 15:21,2013/8/15 16:18,2013/8/15 16:19,2013/8/15 16:33,3.51899,2.50306,2.63942,2.88436,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.88022,0.13894,2013/8/15 17:53,2013/8/15 18:51,2013/8/15 18:51,2013/8/15 19:05,3.51899,2.49983,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.88022,0.13636,2013/8/15 20:25,2013/8/15 21:23,2013/8/15 21:23,2013/8/15 21:37,3.51899,2.50241,2.63877,2.88371,cell_v_drop_ATL60_LFP_cell_2013_1
864,0.89508,0.12343,2013/8/15 22:57,2013/8/15 23:55,2013/8/15 23:55,2013/8/16 0:09,3.51834,2.49983,2.62326,2.81714,cell_v_drop_ATL60_LFP_cell_2013_1
874,0.96035,0.11245,2013/8/16 1:31,2013/8/16 2:30,2013/8/16 2:30,2013/8/16 2:44,3.57521,2.50241,2.61486,2.79323,cell_v_drop_ATL60_LFP_cell_2013_1
883,0.97134,0.11309,2013/8/16 4:05,2013/8/16 5:04,2013/8/16 5:04,2013/8/16 5:19,3.58426,2.49983,2.61292,2.78742,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.97522,0.1118,2013/8/16 6:40,2013/8/16 7:39,2013/8/16 7:39,2013/8/16 7:54,3.58685,2.49983,2.61163,2.78483,cell_v_drop_ATL60_LFP_cell_2013_1
878,0.97651,0.1118,2013/8/16 9:15,2013/8/16 10:14,2013/8/16 10:14,2013/8/16 10:29,3.58814,2.49983,2.61163,2.78418,cell_v_drop_ATL60_LFP_cell_2013_1
888,0.9778,0.11116,2013/8/16 11:50,2013/8/16 12:49,2013/8/16 12:49,2013/8/16 13:04,3.58879,2.49983,2.61099,2.78289,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.97974,0.11051,2013/8/16 14:25,2013/8/16 15:24,2013/8/16 15:24,2013/8/16 15:39,3.59008,2.49983,2.61034,2.78031,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.98103,0.10405,2013/8/16 17:01,2013/8/16 18:00,2013/8/16 18:00,2013/8/16 18:14,3.59008,2.505,2.60905,2.77901,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.98232,0.10922,2013/8/16 19:36,2013/8/16 20:35,2013/8/16 20:35,2013/8/16 20:50,3.59137,2.49983,2.60905,2.77837,cell_v_drop_ATL60_LFP_cell_2013_1
335,0.8744,0.14088,2013/8/26 12:53,2013/8/26 13:50,2013/8/26 13:50,2013/8/26 13:56,3.51511,2.49983,2.64071,2.87595,cell_v_drop_ATL60_LFP_cell_2013_1
864,0.87505,0.14088,2013/8/26 15:50,2013/8/26 16:48,2013/8/26 16:48,2013/8/26 17:02,3.51576,2.49983,2.64071,2.8934,cell_v_drop_ATL60_LFP_cell_2013_1
899,0.87827,0.1383,2013/8/26 18:24,2013/8/26 19:21,2013/8/26 19:21,2013/8/26 19:36,3.51834,2.50177,2.64007,2.8934,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.87763,0.13765,2013/8/26 20:57,2013/8/26 21:55,2013/8/26 21:55,2013/8/26 22:10,3.51834,2.50306,2.64071,2.89211,cell_v_drop_ATL60_LFP_cell_2013_1
876,0.87763,0.14088,2013/8/26 23:31,2013/8/27 0:29,2013/8/27 0:29,2013/8/27 0:43,3.51834,2.49983,2.64071,2.89146,cell_v_drop_ATL60_LFP_cell_2013_1
897,0.87763,0.13894,2013/8/27 2:05,2013/8/27 3:03,2013/8/27 3:03,2013/8/27 3:18,3.51834,2.50177,2.64071,2.89146,cell_v_drop_ATL60_LFP_cell_2013_1
872,0.87763,0.14088,2013/8/27 4:39,2013/8/27 5:36,2013/8/27 5:36,2013/8/27 5:51,3.51834,2.49983,2.64071,2.89082,cell_v_drop_ATL60_LFP_cell_2013_1
892,0.87763,0.13959,2013/8/27 7:13,2013/8/27 8:10,2013/8/27 8:10,2013/8/27 8:25,3.51834,2.50112,2.64071,2.89082,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.87763,0.14088,2013/8/27 9:46,2013/8/27 10:44,2013/8/27 10:44,2013/8/27 10:58,3.51834,2.49983,2.64071,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
897,0.87763,0.14088,2013/8/27 12:20,2013/8/27 13:17,2013/8/27 13:17,2013/8/27 13:32,3.51834,2.49983,2.64071,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.87763,0.13765,2013/8/27 14:53,2013/8/27 15:51,2013/8/27 15:51,2013/8/27 16:05,3.51834,2.50306,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
863,0.87763,0.14088,2013/8/27 17:27,2013/8/27 18:25,2013/8/27 18:25,2013/8/27 18:39,3.51834,2.49983,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.87828,0.14088,2013/8/27 20:01,2013/8/27 20:58,2013/8/27 20:58,2013/8/27 21:13,3.51899,2.49983,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
893,0.87763,0.14088,2013/8/27 22:34,2013/8/27 23:32,2013/8/27 23:32,2013/8/27 23:47,3.51834,2.49983,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
867,0.87828,0.14024,2013/8/28 1:07,2013/8/28 2:05,2013/8/28 2:05,2013/8/28 2:19,3.51899,2.50047,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
890,0.87892,0.13572,2013/8/28 3:41,2013/8/28 4:38,2013/8/28 4:38,2013/8/28 4:53,3.51899,2.50435,2.64007,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.87828,0.14088,2013/8/28 6:14,2013/8/28 7:12,2013/8/28 7:12,2013/8/28 7:26,3.51899,2.49983,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
896,0.87828,0.1383,2013/8/28 8:47,2013/8/28 9:44,2013/8/28 9:44,2013/8/28 9:59,3.51899,2.50241,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
855,0.87957,0.13959,2013/8/28 11:19,2013/8/28 12:17,2013/8/28 12:17,2013/8/28 12:31,3.52028,2.50112,2.64071,2.88823,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.87892,0.13894,2013/8/28 13:52,2013/8/28 14:50,2013/8/28 14:50,2013/8/28 15:04,3.51963,2.50177,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
882,0.87828,0.14024,2013/8/28 16:25,2013/8/28 17:23,2013/8/28 17:23,2013/8/28 17:38,3.51899,2.50047,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.87828,0.14088,2013/8/28 18:58,2013/8/28 19:56,2013/8/28 19:56,2013/8/28 20:11,3.51899,2.49983,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.87892,0.13894,2013/8/28 21:31,2013/8/28 22:29,2013/8/28 22:29,2013/8/28 22:43,3.51963,2.50177,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
862,0.87892,0.14088,2013/8/29 0:04,2013/8/29 1:02,2013/8/29 1:02,2013/8/29 1:16,3.51963,2.49983,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.87763,0.14153,2013/8/29 2:37,2013/8/29 3:35,2013/8/29 3:35,2013/8/29 3:49,3.51899,2.49983,2.64136,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
884,0.87892,0.13765,2013/8/29 5:10,2013/8/29 6:08,2013/8/29 6:08,2013/8/29 6:22,3.51963,2.50306,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
898,0.87957,0.14088,2013/8/29 7:43,2013/8/29 8:40,2013/8/29 8:40,2013/8/29 8:55,3.52028,2.49983,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
898,0.88086,0.1383,2013/8/29 10:15,2013/8/29 11:12,2013/8/29 11:12,2013/8/29 11:27,3.52157,2.50241,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88151,0.1383,2013/8/29 12:46,2013/8/29 13:44,2013/8/29 13:44,2013/8/29 13:59,3.52222,2.50241,2.64071,2.88888,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.88151,0.14088,2013/8/29 15:18,2013/8/29 16:16,2013/8/29 16:16,2013/8/29 16:30,3.52222,2.49983,2.64071,2.88823,cell_v_drop_ATL60_LFP_cell_2013_1
860,0.88151,0.14088,2013/8/29 17:50,2013/8/29 18:48,2013/8/29 18:48,2013/8/29 19:02,3.52222,2.49983,2.64071,2.88823,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.88022,0.14024,2013/8/29 20:22,2013/8/29 21:20,2013/8/29 21:20,2013/8/29 21:34,3.52093,2.50047,2.64071,2.88823,cell_v_drop_ATL60_LFP_cell_2013_1
852,0.92804,0.12085,2013/8/29 22:55,2013/8/29 23:53,2013/8/29 23:53,2013/8/30 0:07,3.55066,2.50177,2.62262,2.81585,cell_v_drop_ATL60_LFP_cell_2013_1
878,0.95842,0.11762,2013/8/30 1:29,2013/8/30 2:27,2013/8/30 2:27,2013/8/30 2:42,3.57651,2.50047,2.61809,2.80228,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.96875,0.11568,2013/8/30 4:03,2013/8/30 5:02,2013/8/30 5:02,2013/8/30 5:16,3.58426,2.49983,2.61551,2.79646,cell_v_drop_ATL60_LFP_cell_2013_1
883,0.97199,0.11439,2013/8/30 6:38,2013/8/30 7:36,2013/8/30 7:36,2013/8/30 7:51,3.58685,2.50047,2.61486,2.79517,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.97328,0.11503,2013/8/30 9:12,2013/8/30 10:10,2013/8/30 10:10,2013/8/30 10:25,3.58814,2.49983,2.61486,2.79452,cell_v_drop_ATL60_LFP_cell_2013_1
888,0.97392,0.11439,2013/8/30 11:46,2013/8/30 12:45,2013/8/30 12:45,2013/8/30 12:59,3.58814,2.49983,2.61422,2.79388,cell_v_drop_ATL60_LFP_cell_2013_1
877,0.97521,0.10987,2013/8/30 14:20,2013/8/30 15:19,2013/8/30 15:19,2013/8/30 15:33,3.58943,2.50435,2.61422,2.79259,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.87892,0.13765,2013/9/3 0:43,2013/9/3 1:40,2013/9/3 1:40,2013/9/3 1:55,3.51963,2.50306,2.64071,2.89146,cell_v_drop_ATL60_LFP_cell_2013_1
866,0.88216,0.14088,2013/9/3 3:15,2013/9/3 4:13,2013/9/3 4:13,2013/9/3 4:27,3.52287,2.49983,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
889,0.8828,0.14088,2013/9/3 5:47,2013/9/3 6:45,2013/9/3 6:45,2013/9/3 7:00,3.52351,2.49983,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
897,0.8912,0.13313,2013/9/3 8:19,2013/9/3 9:17,2013/9/3 9:17,2013/9/3 9:32,3.52416,2.49983,2.63296,2.85657,cell_v_drop_ATL60_LFP_cell_2013_1
891,0.88021,0.14153,2013/9/3 10:52,2013/9/3 11:49,2013/9/3 11:49,2013/9/3 12:04,3.52157,2.49983,2.64136,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
892,0.88151,0.1383,2013/9/3 13:23,2013/9/3 14:21,2013/9/3 14:21,2013/9/3 14:36,3.52287,2.50306,2.64136,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.88021,0.14153,2013/9/3 15:56,2013/9/3 16:53,2013/9/3 16:53,2013/9/3 17:08,3.52157,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
860,0.88086,0.14153,2013/9/3 18:28,2013/9/3 19:25,2013/9/3 19:25,2013/9/3 19:40,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
872,0.88086,0.14153,2013/9/3 21:00,2013/9/3 21:57,2013/9/3 21:57,2013/9/3 22:12,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
862,0.88086,0.13701,2013/9/3 23:32,2013/9/4 0:30,2013/9/4 0:30,2013/9/4 0:44,3.52157,2.5037,2.64071,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
868,0.88021,0.14153,2013/9/4 2:05,2013/9/4 3:02,2013/9/4 3:02,2013/9/4 3:17,3.52157,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
881,0.88021,0.14153,2013/9/4 4:37,2013/9/4 5:35,2013/9/4 5:35,2013/9/4 5:49,3.52157,2.49983,2.64136,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88151,0.14153,2013/9/4 7:09,2013/9/4 8:06,2013/9/4 8:06,2013/9/4 8:21,3.52287,2.49983,2.64136,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
863,0.88215,0.13895,2013/9/4 9:40,2013/9/4 10:38,2013/9/4 10:38,2013/9/4 10:52,3.52351,2.50241,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
880,0.88215,0.14153,2013/9/4 12:12,2013/9/4 13:09,2013/9/4 13:09,2013/9/4 13:24,3.52351,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
884,0.88151,0.14024,2013/9/4 14:43,2013/9/4 15:41,2013/9/4 15:41,2013/9/4 15:56,3.52287,2.50112,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
875,0.88151,0.14153,2013/9/4 17:15,2013/9/4 18:13,2013/9/4 18:13,2013/9/4 18:27,3.52287,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
867,0.88151,0.14089,2013/9/4 19:47,2013/9/4 20:44,2013/9/4 20:44,2013/9/4 20:59,3.52287,2.50047,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
863,0.88215,0.14153,2013/9/4 22:18,2013/9/4 23:16,2013/9/4 23:16,2013/9/4 23:30,3.52351,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
880,0.88086,0.13959,2013/9/5 0:51,2013/9/5 1:48,2013/9/5 1:48,2013/9/5 2:03,3.52222,2.50177,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
866,0.88086,0.14089,2013/9/5 3:22,2013/9/5 4:20,2013/9/5 4:20,2013/9/5 4:34,3.52222,2.50047,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
883,0.88086,0.14153,2013/9/5 5:54,2013/9/5 6:52,2013/9/5 6:52,2013/9/5 7:06,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
870,0.88086,0.14089,2013/9/5 8:26,2013/9/5 9:23,2013/9/5 9:23,2013/9/5 9:38,3.52287,2.50112,2.64201,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
877,0.88086,0.14153,2013/9/5 10:58,2013/9/5 11:55,2013/9/5 11:55,2013/9/5 12:10,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
877,0.88151,0.13895,2013/9/5 13:29,2013/9/5 14:27,2013/9/5 14:27,2013/9/5 14:41,3.52287,2.50241,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
878,0.88086,0.14153,2013/9/5 16:01,2013/9/5 16:59,2013/9/5 16:59,2013/9/5 17:13,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
876,0.88086,0.14153,2013/9/5 18:33,2013/9/5 19:31,2013/9/5 19:31,2013/9/5 19:45,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
893,0.8815,0.14218,2013/9/5 21:05,2013/9/5 22:02,2013/9/5 22:02,2013/9/5 22:17,3.52351,2.49983,2.64201,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
874,0.88086,0.14153,2013/9/5 23:37,2013/9/6 0:34,2013/9/6 0:34,2013/9/6 0:49,3.52222,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
895,0.88021,0.14024,2013/9/6 2:09,2013/9/6 3:06,2013/9/6 3:06,2013/9/6 3:21,3.52222,2.50177,2.64201,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
865,0.88021,0.14089,2013/9/6 4:41,2013/9/6 5:38,2013/9/6 5:38,2013/9/6 5:53,3.52157,2.50047,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
898,0.88086,0.14218,2013/9/6 7:13,2013/9/6 8:10,2013/9/6 8:10,2013/9/6 8:25,3.52287,2.49983,2.64201,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
897,0.88086,0.14089,2013/9/6 9:45,2013/9/6 10:42,2013/9/6 10:42,2013/9/6 10:57,3.52222,2.50047,2.64136,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
869,0.88151,0.14153,2013/9/6 12:16,2013/9/6 13:14,2013/9/6 13:14,2013/9/6 13:28,3.52287,2.49983,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
863,0.88151,0.14089,2013/9/6 14:48,2013/9/6 15:45,2013/9/6 15:46,2013/9/6 16:00,3.52287,2.50047,2.64136,2.88953,cell_v_drop_ATL60_LFP_cell_2013_1
880,0.88021,0.14218,2013/9/6 17:20,2013/9/6 18:17,2013/9/6 18:17,2013/9/6 18:32,3.52222,2.49983,2.64201,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
872,0.88086,0.14218,2013/9/6 19:52,2013/9/6 20:49,2013/9/6 20:49,2013/9/6 21:04,3.52287,2.49983,2.64201,2.89017,cell_v_drop_ATL60_LFP_cell_2013_1
