delta_t,ir_v_d,re_v_d,ta,tb1,tb2,tc,va,vb1,vb2,vc,bat_id
415,0.57635,0.14126,2013/11/16 5:32,2013/11/16 5:38,2013/11/16 5:38,2013/11/16 5:45,3.71748,2.99987,3.14113,3.20723,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57473,0.14255,2013/11/16 5:58,2013/11/16 6:04,2013/11/16 6:04,2013/11/16 6:11,3.71715,2.99987,3.14242,3.20869,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57603,0.14158,2013/11/16 6:24,2013/11/16 6:30,2013/11/16 6:30,2013/11/16 6:37,3.71748,2.99987,3.14145,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57537,0.13641,2013/11/16 6:50,2013/11/16 6:56,2013/11/16 6:57,2013/11/16 7:03,3.71731,3.00553,3.14194,3.20836,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14223,2013/11/16 7:16,2013/11/16 7:23,2013/11/16 7:23,2013/11/16 7:30,3.71748,2.99987,3.1421,3.20853,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57651,0.14013,2013/11/16 7:43,2013/11/16 7:49,2013/11/16 7:49,2013/11/16 7:56,3.71748,3.00084,3.14097,3.20707,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57521,0.14223,2013/11/16 8:09,2013/11/16 8:15,2013/11/16 8:15,2013/11/16 8:22,3.71731,2.99987,3.1421,3.20836,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57619,0.14109,2013/11/16 8:35,2013/11/16 8:41,2013/11/16 8:41,2013/11/16 8:48,3.71748,3.0002,3.14129,3.20756,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14223,2013/11/16 9:01,2013/11/16 9:07,2013/11/16 9:07,2013/11/16 9:14,3.71748,2.99987,3.1421,3.20853,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14239,2013/11/16 9:27,2013/11/16 9:33,2013/11/16 9:33,2013/11/16 9:40,3.71764,2.99987,3.14226,3.20885,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.56002,0.15419,2013/11/19 15:22,2013/11/19 15:27,2013/11/19 15:28,2013/11/19 15:34,3.71731,3.0031,3.15729,3.23212,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14465,2013/11/19 15:48,2013/11/19 15:54,2013/11/19 15:54,2013/11/19 16:01,3.72378,3.00375,3.1484,3.21952,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57522,0.14659,2013/11/19 16:14,2013/11/19 16:20,2013/11/19 16:20,2013/11/19 16:27,3.72168,2.99987,3.14646,3.21645,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57441,0.14659,2013/11/19 16:40,2013/11/19 16:46,2013/11/19 16:46,2013/11/19 16:53,3.72087,2.99987,3.14646,3.21612,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57376,0.14724,2013/11/19 17:06,2013/11/19 17:12,2013/11/19 17:12,2013/11/19 17:19,3.72087,2.99987,3.14711,3.21677,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57667,0.14207,2013/11/19 17:32,2013/11/19 17:38,2013/11/19 17:38,2013/11/19 17:45,3.72071,3.00197,3.14404,3.21321,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57343,0.14433,2013/11/19 17:58,2013/11/19 18:04,2013/11/19 18:04,2013/11/19 18:11,3.72022,3.00246,3.14679,3.21596,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14368,2013/11/19 18:24,2013/11/19 18:30,2013/11/19 18:30,2013/11/19 18:37,3.72055,3.00149,3.14517,3.21418,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57489,0.14175,2013/11/19 18:50,2013/11/19 18:56,2013/11/19 18:56,2013/11/19 19:03,3.72055,3.00391,3.14566,3.21499,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57425,0.14643,2013/11/19 19:16,2013/11/19 19:22,2013/11/19 19:22,2013/11/19 19:29,3.72055,2.99987,3.1463,3.21531,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57506,0.14562,2013/11/19 19:42,2013/11/19 19:48,2013/11/19 19:48,2013/11/19 19:55,3.72055,2.99987,3.14549,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5744,0.14611,2013/11/19 20:08,2013/11/19 20:14,2013/11/19 20:15,2013/11/19 20:21,3.72038,2.99987,3.14598,3.21483,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57456,0.14595,2013/11/19 20:34,2013/11/19 20:41,2013/11/19 20:41,2013/11/19 20:48,3.72038,2.99987,3.14582,3.21467,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57472,0.14579,2013/11/19 21:01,2013/11/19 21:07,2013/11/19 21:07,2013/11/19 21:14,3.72038,2.99987,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57343,0.14708,2013/11/19 21:27,2013/11/19 21:33,2013/11/19 21:33,2013/11/19 21:40,3.72038,2.99987,3.14695,3.21596,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57554,0.14255,2013/11/19 21:53,2013/11/19 21:59,2013/11/19 21:59,2013/11/19 22:06,3.72055,3.00246,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57376,0.14206,2013/11/19 22:19,2013/11/19 22:25,2013/11/19 22:25,2013/11/19 22:32,3.72022,3.0044,3.14646,3.21531,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57538,0.14401,2013/11/19 22:45,2013/11/19 22:51,2013/11/19 22:51,2013/11/19 22:58,3.72055,3.00116,3.14517,3.2137,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57424,0.14627,2013/11/19 23:11,2013/11/19 23:17,2013/11/19 23:17,2013/11/19 23:24,3.72038,2.99987,3.14614,3.21499,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57425,0.14643,2013/11/19 23:37,2013/11/19 23:43,2013/11/19 23:43,2013/11/19 23:50,3.72055,2.99987,3.1463,3.21499,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57489,0.14563,2013/11/20 0:03,2013/11/20 0:09,2013/11/20 0:09,2013/11/20 0:16,3.72055,3.00003,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57456,0.14094,2013/11/20 0:29,2013/11/20 0:35,2013/11/20 0:35,2013/11/20 0:42,3.72038,3.00488,3.14582,3.21451,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57489,0.14481,2013/11/20 0:55,2013/11/20 1:01,2013/11/20 1:01,2013/11/20 1:08,3.72038,3.00068,3.14549,3.21418,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57505,0.14546,2013/11/20 1:21,2013/11/20 1:27,2013/11/20 1:27,2013/11/20 1:34,3.72038,2.99987,3.14533,3.21402,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57408,0.14126,2013/11/20 1:47,2013/11/20 1:53,2013/11/20 1:54,2013/11/20 2:00,3.72038,3.00504,3.1463,3.21515,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57683,0.14207,2013/11/20 2:14,2013/11/20 2:20,2013/11/20 2:20,2013/11/20 2:26,3.72055,3.00165,3.14372,3.21224,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57408,0.14627,2013/11/20 2:40,2013/11/20 2:46,2013/11/20 2:46,2013/11/20 2:53,3.72022,2.99987,3.14614,3.21483,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57554,0.14514,2013/11/20 3:06,2013/11/20 3:12,2013/11/20 3:12,2013/11/20 3:19,3.72055,2.99987,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57472,0.14579,2013/11/20 3:32,2013/11/20 3:38,2013/11/20 3:38,2013/11/20 3:45,3.72038,2.99987,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57489,0.14579,2013/11/20 3:58,2013/11/20 4:04,2013/11/20 4:04,2013/11/20 4:11,3.72055,2.99987,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57538,0.1453,2013/11/20 4:24,2013/11/20 4:30,2013/11/20 4:30,2013/11/20 4:37,3.72055,2.99987,3.14517,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57489,0.14562,2013/11/20 4:50,2013/11/20 4:56,2013/11/20 4:56,2013/11/20 5:03,3.72038,2.99987,3.14549,3.21402,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57538,0.1453,2013/11/20 5:16,2013/11/20 5:22,2013/11/20 5:22,2013/11/20 5:29,3.72055,2.99987,3.14517,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57521,0.1453,2013/11/20 5:42,2013/11/20 5:48,2013/11/20 5:48,2013/11/20 5:55,3.72038,2.99987,3.14517,3.21386,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57441,0.14045,2013/11/20 6:08,2013/11/20 6:14,2013/11/20 6:14,2013/11/20 6:21,3.72055,3.00569,3.14614,3.21499,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57602,0.14433,2013/11/20 6:34,2013/11/20 6:40,2013/11/20 6:40,2013/11/20 6:47,3.72071,3.00036,3.14469,3.21305,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57472,0.14579,2013/11/20 7:00,2013/11/20 7:06,2013/11/20 7:07,2013/11/20 7:13,3.72038,2.99987,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5757,0.14498,2013/11/20 7:26,2013/11/20 7:33,2013/11/20 7:33,2013/11/20 7:40,3.72055,2.99987,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57522,0.14546,2013/11/20 7:53,2013/11/20 7:59,2013/11/20 7:59,2013/11/20 8:06,3.72055,2.99987,3.14533,3.21386,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57473,0.14061,2013/11/20 8:19,2013/11/20 8:25,2013/11/20 8:25,2013/11/20 8:32,3.72055,3.00521,3.14582,3.21451,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57586,0.14514,2013/11/20 8:45,2013/11/20 8:51,2013/11/20 8:51,2013/11/20 8:58,3.72087,2.99987,3.14501,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57554,0.13899,2013/11/20 9:11,2013/11/20 9:17,2013/11/20 9:17,2013/11/20 9:24,3.72071,3.00618,3.14517,3.2137,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57619,0.14465,2013/11/20 9:37,2013/11/20 9:43,2013/11/20 9:43,2013/11/20 9:50,3.72071,2.99987,3.14452,3.21289,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57522,0.14546,2013/11/20 10:03,2013/11/20 10:09,2013/11/20 10:09,2013/11/20 10:16,3.72055,2.99987,3.14533,3.21386,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57489,0.14595,2013/11/20 10:29,2013/11/20 10:35,2013/11/20 10:35,2013/11/20 10:42,3.72071,2.99987,3.14582,3.21451,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57602,0.14449,2013/11/20 10:55,2013/11/20 11:01,2013/11/20 11:01,2013/11/20 11:08,3.72087,3.00036,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57522,0.14562,2013/11/20 11:21,2013/11/20 11:27,2013/11/20 11:27,2013/11/20 11:34,3.72071,2.99987,3.14549,3.21418,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57586,0.14514,2013/11/20 11:47,2013/11/20 11:53,2013/11/20 11:53,2013/11/20 12:00,3.72087,2.99987,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57522,0.14562,2013/11/20 12:13,2013/11/20 12:19,2013/11/20 12:19,2013/11/20 12:26,3.72071,2.99987,3.14549,3.21402,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57457,0.14206,2013/11/20 12:39,2013/11/20 12:45,2013/11/20 12:46,2013/11/20 12:52,3.72087,3.00424,3.1463,3.21515,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57634,0.14353,2013/11/20 13:06,2013/11/20 13:12,2013/11/20 13:12,2013/11/20 13:18,3.72103,3.00116,3.14469,3.21321,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57489,0.14595,2013/11/20 13:32,2013/11/20 13:38,2013/11/20 13:38,2013/11/20 13:45,3.72071,2.99987,3.14582,3.21467,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57602,0.14514,2013/11/20 13:58,2013/11/20 14:04,2013/11/20 14:04,2013/11/20 14:11,3.72103,2.99987,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57505,0.14595,2013/11/20 14:24,2013/11/20 14:30,2013/11/20 14:30,2013/11/20 14:37,3.72087,2.99987,3.14582,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57537,0.14579,2013/11/20 14:50,2013/11/20 14:56,2013/11/20 14:56,2013/11/20 15:03,3.72103,2.99987,3.14566,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57618,0.14482,2013/11/20 15:16,2013/11/20 15:22,2013/11/20 15:22,2013/11/20 15:29,3.72103,3.00003,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57602,0.14013,2013/11/20 15:42,2013/11/20 15:48,2013/11/20 15:48,2013/11/20 15:55,3.72087,3.00472,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.5757,0.1453,2013/11/20 16:08,2013/11/20 16:14,2013/11/20 16:14,2013/11/20 16:21,3.72087,2.99987,3.14517,3.2137,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57586,0.14514,2013/11/20 16:34,2013/11/20 16:40,2013/11/20 16:40,2013/11/20 16:47,3.72087,2.99987,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57473,0.14368,2013/11/20 17:00,2013/11/20 17:06,2013/11/20 17:06,2013/11/20 17:13,3.72087,3.00246,3.14614,3.21515,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57667,0.14449,2013/11/20 17:26,2013/11/20 17:32,2013/11/20 17:32,2013/11/20 17:39,3.72119,3.00003,3.14452,3.21289,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57505,0.14272,2013/11/20 17:52,2013/11/20 17:58,2013/11/20 17:58,2013/11/20 18:05,3.72087,3.0031,3.14582,3.21467,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57602,0.14514,2013/11/20 18:18,2013/11/20 18:24,2013/11/20 18:25,2013/11/20 18:31,3.72103,2.99987,3.14501,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.57505,0.14126,2013/11/20 18:45,2013/11/20 18:51,2013/11/20 18:51,2013/11/20 18:57,3.72087,3.00456,3.14582,3.21434,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5757,0.14562,2013/11/20 19:11,2013/11/20 19:17,2013/11/20 19:17,2013/11/20 19:24,3.72119,2.99987,3.14549,3.21418,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57602,0.14514,2013/11/20 19:37,2013/11/20 19:43,2013/11/20 19:43,2013/11/20 19:50,3.72103,2.99987,3.14501,3.21354,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5757,0.14093,2013/11/20 20:03,2013/11/20 20:09,2013/11/20 20:09,2013/11/20 20:16,3.72103,3.0044,3.14533,3.21402,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57554,0.14562,2013/11/20 20:29,2013/11/20 20:35,2013/11/20 20:35,2013/11/20 20:42,3.72103,2.99987,3.14549,3.21418,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57618,0.14514,2013/11/20 20:55,2013/11/20 21:01,2013/11/20 21:01,2013/11/20 21:08,3.72103,2.99971,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57521,0.14126,2013/11/20 21:21,2013/11/20 21:27,2013/11/20 21:27,2013/11/20 21:34,3.72103,3.00456,3.14582,3.21451,cell_v_drop_MGL35_NCM_cell_2013_1
410,0.5765,0.13835,2013/11/20 21:47,2013/11/20 21:53,2013/11/20 21:53,2013/11/20 22:00,3.72119,3.00634,3.14469,3.21305,cell_v_drop_MGL35_NCM_cell_2013_1
411,0.57521,0.14595,2013/11/20 22:13,2013/11/20 22:19,2013/11/20 22:19,2013/11/20 22:26,3.72103,2.99987,3.14582,3.21451,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.5765,0.14498,2013/11/20 22:39,2013/11/20 22:45,2013/11/20 22:45,2013/11/20 22:52,3.72135,2.99987,3.14485,3.21337,cell_v_drop_MGL35_NCM_cell_2013_1
415,0.57602,0.14061,2013/11/20 23:05,2013/11/20 23:11,2013/11/20 23:11,2013/11/20 23:18,3.72103,3.0044,3.14501,3.2137,cell_v_drop_MGL35_NCM_cell_2013_1
